property,plan,roomType,beds,baths,sqFt,minPrice,maxPrice,availability,url,imagePath,pros,cons,dataWarning
The Block (various locations),25th E: 5 Bed - 4 Bath Premium w/Loft Private Bedroom,5 Bed / 4 Bath,5,4.0,2730,1064,1094,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/50075e91-5b12-468d-9c4f-177a1b1c4231/671-25th-East-5-Bed-4-Bath-Premium-with-Loft-Private-ORIGINAL-01?width=660&height=445&ext=.png,Fully furnished,"Shared bathroom (5 residents sharing 4 baths), Waitlist status (limited immediate spots)",
The Block (various locations),25th E: 5 Bed - 4 Bath Premium w/Loft Shared Bedroom,5 Bed / 4 Bath,5,4.0,,524,534,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/50075e91-5b12-468d-9c4f-177a1b1c4231/671-25th-East-5-Bed-4-Bath-Premium-with-Loft-Private-ORIGINAL-01.png?width=660&height=446&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bathroom (5 residents sharing 4 baths), Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),25th W: 1 Bed - 1 Bath A Premium - Furnished,1 Bed / 1 Bath,1,1.0,,1674,1674,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,,"Maximum privacy (no roommates), Fully furnished, Direct lease available",,
The Block (various locations),25th W: 1 Bed - 1 Bath A Premium SMART,1 Bed / 1 Bath,1,1.0,414,1447,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/47fb31e3-2f96-4524-aede-8b2efa1e402d/671-25th-West-1-Bed-1-Bath-A-Premium-SMART-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
The Block (various locations),25th W: 1 Bed - 1 Bath B,1 Bed / 1 Bath,1,1.0,502,1609,1609,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c2ffa0bd-d490-432a-b9b0-8edc340dd1c0/671-25th-West-1-Bed-1-Bath-B-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 1 Bed - 1 Bath B Premium Private Bedroom,1 Bed / 1 Bath,1,1.0,502,1619,1619,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/59d9f572-8dbe-42b8-b519-55ed5f72beab/671-25th-West-1-Bed-1-Bath-B-Premium-Private-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 1 Bed - 1 Bath B Premium SMART,1 Bed / 1 Bath,1,1.0,502,1447,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/6c27725c-c447-4aba-93fb-00fab9e01e4b/671-25th-West-1-Bed-1-Bath-B-Premium-Private-01_3.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
The Block (various locations),25th W: 1 Bed - 1 Bath B SMART,1 Bed / 1 Bath,1,1.0,,1447,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c2ffa0bd-d490-432a-b9b0-8edc340dd1c0/671-25th-West-1-Bed-1-Bath-B-01.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
The Block (various locations),25th W: 1 Bed - 1 Bath C Premium w/Loft,1 Bed / 1 Bath,1,1.0,,1639,1639,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/d171cecb-c15b-4752-9fa8-30158d57a6fe/671-25th-west-1-bed-1-bath-c-premium-with-loft-shared-01_1.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 1 Bath Premium w/Loft,2 Bed / 1 Bath,2,1.0,1046,1724,1724,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/adaa7136-f57b-4231-965f-24f79c911d7e/671-25th-West-2-Bed-1-Bath-Premium-with-Loft-01?width=660&height=445&ext=.png,Fully furnished,"Shared bathroom (2 residents sharing 1 baths), Premium pricing tier, Waitlist status (limited immediate spots)",
The Block (various locations),25th W: 2 Bed - 2 Bath A Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,888,1139,1139,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/e5af1582-b259-4d5f-8213-c366b937833f/671-25th-West-2-Bed-2-Bath-A-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 2 Bath B,2 Bed / 2 Bath,2,2.0,896,1174,1174,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/5314ce10-6e60-4298-9456-914bc7db79f3/671-25th-West-2-Bed-2-Bath-B-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 2 Bath B Premium,2 Bed / 2 Bath,2,2.0,910,1184,1184,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/e298149c-75e8-4ed6-bb9e-09192190b16f/671-25th-West-2-Bed-2-Bath-B-Premium-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 2 Bath C Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,934,1074,1114,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/5ee59d9f-8eec-4267-8833-0c6dda208b08/671-25th-West-2-Bed-2-Bath-C-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 2 Bath C Premium w/Loft Private Bedroom,2 Bed / 2 Bath,2,2.0,1056,1214,1264,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4c63626f-b9be-45b3-887b-b46d09705dc8/671-25th-West-2-Bed-2-Bath-C-Premium-with-Loft-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),25th W: 2 Bed - 2 Bath D Premium w/Loft Private Bedroom,2 Bed / 2 Bath,2,2.0,996,1169,1169,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/08373755-cde6-4fcd-a971-28126467c724/671-25th-West-2-Bed-2-Bath-D-Premium-with-Loft-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 2 Bath E Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,,1139,1139,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/b0c103ae-03f6-4df7-bc08-22113f532c6a/671-25th-West-2-Bed-2-Bath-E-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 2 Bed - 2 Bath E Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1042,504,504,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/b0c103ae-03f6-4df7-bc08-22113f532c6a/671-25th-West-2-Bed-2-Bath-E-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),25th W: 3 Bed - 2 Bath A,3 Bed / 2 Bath,3,2.0,1185,1129,1204,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/2708dac3-3ea8-4f4a-bf44-c0765ac7ab80/671-25th-West-3-Bed-2-Bath-A-ORIGINAL-01?width=660&height=445&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (3 residents sharing 2 baths),
The Block (various locations),25th W: 3 Bed - 2 Bath B Premium,3 Bed / 2 Bath,3,2.0,1206,1229,1229,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/a53cee34-2ea0-4bc0-b0aa-ceb89e78a38e/671-25th-West-3-Bed-2-Bath-B-Premium-with-Loft-ORIGINAL-01.png?width=660&height=446&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (3 residents sharing 2 baths),
The Block (various locations),25th W: 3 Bed - 3 Bath A Premium Private Bedroom,3 Bed / 3 Bath,3,3.0,1185,1124,1204,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/dbd73c63-e805-4c10-a318-e4276edefc80/671-25th-West-3-Bed-3-Bath-A-Premium-Private-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 3 Bed - 3 Bath B,3 Bed / 3 Bath,3,3.0,1185,969,979,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/c222b752-20aa-4ef2-8f09-417091844348/671-25th-West-3-Bed-3-Bath-B-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),25th W: 3 Bed - 3 Bath C Premium,3 Bed / 3 Bath,3,3.0,1149,1084,1164,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/f50e4179-0a24-4b4a-9742-09fbf6e13eed/671-25th-West-3-Bed-3-Bath-C-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),25th W: 3 Bed - 3 Bath D Premium,3 Bed / 3 Bath,3,3.0,1221,1079,1119,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/31e468b0-ec61-4fc5-a335-6d04168c9fbe/671-25th-West-3-Bed-3-Bath-D-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),25th W: 3 Bed - 3 Bath E Premium w/Loft Private Bedroom,3 Bed / 3 Bath,3,3.0,1320,1129,1209,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/91f598c9-77af-421e-b655-9c816e4a2a68/671-25th-West-3-bed-3-bath-E-Premium-w-Loft-Private-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),25th W: 4 Bed - 2 Bath A Premium,4 Bed / 2 Bath,4,2.0,1536,989,989,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/bedb39bb-5dc6-4cf9-a7ab-42f814db4055/671-25th-West-4-Bed-2-Bath-A-Premium-01?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bathroom (4 residents sharing 2 baths), Waitlist status (limited immediate spots)",
The Block (various locations),25th W: 4 Bed - 2 Bath B Premium,4 Bed / 2 Bath,4,2.0,1580,1014,1014,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/2f207a2c-5798-43bd-a6f0-0b7a5a0a545d/671-25th-West-4-bed-2-bath-B-Premium-01?width=660&height=445&ext=.png,"Fully furnished, Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),25th W: 4 Bed - 2 Bath C Premium,4 Bed / 2 Bath,4,2.0,1668,984,1024,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4ccc7cf4-26b2-4ffb-bf43-60b0ef9d9de2/671-25th-West-4-Bed-2-Bath-C-Premium-01?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bathroom (4 residents sharing 2 baths),
The Block (various locations),25th W: 4 Bed - 4 Bath A,4 Bed / 4 Bath,4,4.0,1356,1249,1259,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/0c1af878-059b-40cd-92ab-afdf04c14d5b/671-25th-West-4-Bed-4-Bath-A-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),25th W: 4 Bed - 4 Bath A w/Loft,4 Bed / 4 Bath,4,4.0,,1399,1409,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/11cca7b5-da5b-41d1-a7b1-4b248bc92ae2/671-25th-West-4-Bed-4-Bath-A-w-Loft-furnished.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),28th: 1 Bed - 1 Bath A,1 Bed / 1 Bath,1,1.0,521,1539,1539,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/11e4da16-1486-42b5-bacd-d62384b81ffa/28th-1-Bed-1-Bath-A-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),28th: 1 Bed - 1 Bath A Premium,1 Bed / 1 Bath,1,1.0,521,1469,1519,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/1296d10c-ba5d-4f6a-af0e-837f5f90f98a/671-28th-1-bed-1-bath-A-Premium-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),28th: 1 Bed - 1 Bath A Premium SMART,1 Bed / 1 Bath,1,1.0,521,1447,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/7745f556-d1b3-445c-a05e-7b1482d458dd/671-28th-1-bed-1-bath-A-Premium-01_1?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
The Block (various locations),28th: 1 Bed - 1 Bath B,1 Bed / 1 Bath,1,1.0,595,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/76a2934c-37d1-4171-a824-63055e9eecf1/671-28th-1-bed-1-bath-B-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),28th: 1 Bed - 1 Bath B SMART,1 Bed / 1 Bath,1,1.0,595,1447,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/540c1185-bdbe-4dcc-bf5a-9750e22bc7dc/671-28th-1-bed-1-bath-B-01_2.png?width=660&height=446&ext=.png,"Maximum privacy (no roommates), Fully furnished, Affordable SMART housing program rate, Direct lease available",,
The Block (various locations),28th: 1 Bed - 1 Bath C,1 Bed / 1 Bath,1,1.0,618,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/8c3cc8c0-74ac-4851-bcee-087e84951c6f/671-28th-1-bed-1-bath-C-01?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),28th: 2 Bed - 2 Bath A Premium,2 Bed / 2 Bath,2,2.0,886,979,1019,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/f3ec91e1-c331-4611-8b48-0b5788ca12fc/671-28th-2-bed-2-bath-A-Premium-NF.png?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),28th: 2 Bed - 2 Bath B Premium  Private Bedroom,2 Bed / 2 Bath,2,2.0,884,1019,1059,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/61a29e85-25a1-4883-9cae-7ecae540901a/671-28th-2-bed-2-bath-B-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),28th: 2 Bed - 2 Bath B Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,,469,469,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/66932699-cc90-4678-9c27-3e5aa46119a7/671-28th-2-bed-2-bath-b-premium-shared-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",Shared bedroom (limited privacy),
The Block (various locations),28th: 2 Bed - 2 Bath B Private Bedroom,2 Bed / 2 Bath,2,2.0,914,999,1039,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/6b582aeb-688b-4ef0-85c5-fd285aaced5f/671-28th-2-bed-2-bath-B-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo), Direct lease available",,
The Block (various locations),28th: 2 Bed - 2 Bath B Shared Bedroom,2 Bed / 2 Bath,2,2.0,1000,439,439,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/2236f533-62f9-4867-8ddb-6b4b923a51d2/671-28th-2-bed-2-bath-B-Shared-01.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),28th: 2 Bed - 2 Bath C Premium,2 Bed / 2 Bath,2,2.0,930,1039,1039,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/bdc50695-0194-44df-bcba-b47bab1f2d31/671-28th-2-bed-2-bath-C-Premium-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),28th: 2 Bed - 2 Bath D Premium Private Bedroom,2 Bed / 2 Bath,2,2.0,1066,1049,1089,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/19dbd6c9-9809-4956-a01e-10c7eeb90458/671-28th-2-bed-2-bath-D-Premium-Private-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),28th: 2 Bed - 2 Bath D Premium Shared Bedroom,2 Bed / 2 Bath,2,2.0,1066,469,469,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/9ad9b07f-1356-43e9-9e72-8289499e1412/671-28th-2-bed-2-bath-D-Premium-Shared-01_1.png?width=660&height=446&ext=.png,"Private bathroom for every resident, Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bedroom (limited privacy), Waitlist status (limited immediate spots)",
The Block (various locations),28th: 3 Bed - 3 Bath Premium,3 Bed / 3 Bath,3,3.0,1236,1204,1214,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/4e52af47-9777-4910-848e-ca5da7ba4d60/671-28th-3-bed-3-bath-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),28th: 4 Bed - 2 Bath Premium,4 Bed / 2 Bath,4,2.0,1504,834,874,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/18cde729-bf7c-4396-8258-b908e2426873/671-28th-4-bed-2-bath-Premium-01?width=660&height=445&ext=.png,"Fully furnished, Budget-friendly rent (under $1,000/mo)","Shared bathroom (4 residents sharing 2 baths), Waitlist status (limited immediate spots)",
The Block (various locations),28th: 4 Bed - 4 Bath Premium,4 Bed / 4 Bath,4,4.0,1472,1079,1119,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/dd83a8a3-e9bf-479b-9021-525bd9c304fe/671-28th-4-bed-4-bath-Premium-ORIGINAL-01?width=660&height=445&ext=.png,"Private bathroom for every resident, Fully furnished, Direct lease available",,
The Block (various locations),Leon: 1 Bed - 1 Bath A Premium,1 Bed / 1 Bath,1,1.0,521,1454,1454,Waitlist,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/3ddd0567-28f6-4459-b669-88b5ddbc3d85/671-Leon-1-Bed-1-Bath-A-Premium-01.png?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished",Waitlist status (limited immediate spots),
The Block (various locations),Leon: 1 Bed - 1 Bath A Premium SMART,1 Bed / 1 Bath,1,1.0,521,838,1447,Limited Availability,https://www.americancampus.com/api/lightning/floorplans/671,https://www.americancampus.com/getmedia/91738436-8388-4569-b8fc-ae49ae8d0de3/671-Leon-1-Bed-1-Bath-A-Premium-01_1.png?width=660&height=445&ext=.png,"Maximum privacy (no roommates), Fully furnished, Budget-friendly rent (under $1,000/mo), Affordable SMART housing program rate, Direct lease available",,
